"tract","Name","Household_Income_rP_gP_p50"
24005403702,"Pikesville, MD",42576
24510272005,"Cross Country, Baltimore, MD",42528
24005441102,"Rosedale, MD",42499
24510272004,"Cheswolde, Baltimore, MD",42278
24005440702,"Rosedale, MD",42218
24005420600,"Baltimore, MD",42192
24003750300,"Linthicum Heights, MD",42156
24005450100,"Rosedale, MD",42146
24005491600,"Parkville, MD",42044
24510010400,"Canton, Baltimore, MD",42037
24005420701,"Dundalk, MD",41998
24005430900,"Baltimore, MD",41953
24005400900,"Catonsville, MD",41871
24005400701,"Catonsville, MD",41765
24005420200,"Dundalk, MD",41665
24005440600,"Rosedale, MD",41574
24510270502,"North Harford Road, Baltimore, MD",41540
24005452100,"Sparrows Point, MD",41540
24005451600,"Middle River, MD",41494
24005451300,"Middle River, MD",41295
24510271300,"Roland Park, Baltimore, MD",41273
24003751103,"Glen Burnie, MD",41236
24510270804,"Lake Walker, Baltimore, MD",41229
24005450300,"Essex, MD",41214
24005420900,"Dundalk, MD",41101
24510271503,"Cross Keys, Baltimore, MD",41084
24510261100,"Canton, Baltimore, MD",40979
24005420100,"Dundalk, MD",40931
24510250103,"Violetville, Baltimore, MD",40786
24003750900,"Glen Burnie, MD",40703
24005401505,"Catonsville, MD",40701
24003730100,"Chestnut Hill Cove, Riviera Beach, MD",40573
24510010100,"Canton, Baltimore, MD",40314
24510120100,"Tuscany - Canterbury, Baltimore, MD",40214
24510270402,"Glenham-Belford, Baltimore, MD",40168
24005421200,"Dundalk, MD",40153
24027606901,"Savage, Jessup, MD",40026
24510260501,"Joseph Lee, Baltimore, MD",39663
24003751000,"Glen Burnie, MD",39617
24005420800,"Dundalk, MD",39615
24003750202,"Brooklyn Park, MD",39576
24510120201,"Baltimore, MD",39317
24005420303,"Dundalk, MD",39280
24510270302,"Waltherson, Baltimore, MD",39279
24510240100,"Locust Point, Baltimore, MD",39230
24510270200,"Lauraville, Baltimore, MD",39205
24005450400,"Essex, MD",39113
24510260800,"Baltimore Highlands, Baltimore, MD",39025
24005401506,"Windsor Mill, Baltimore, MD",38885
24510272006,"Glen, Baltimore, MD",38835
24005420402,"Dundalk, MD",38593
24005450501,"Essex, MD",38587
24510130600,"Hampden, Baltimore, MD",38512
24510271102,"Mid-Charles, Baltimore, MD",38494
24005450200,"Essex, MD",38486
24510260605,"Medford - Broening, Baltimore, MD",38427
24005491402,"Parkville, MD",38400
24510272007,"Fallstaff, Baltimore, MD",38353
24510010500,"Upper Fells Point, Baltimore, MD",38294
24005402509,"Owings Mills, MD",38286
24005430200,"Lansdowne - Baltimore Highlands, Lansdowne, MD",38276
24005452500,"Dundalk, MD",38253
24510220100,"Baltimore, MD",38226
24005440300,"Nottingham, MD",38203
24005420302,"Dundalk, MD",38164
24005402202,"Baltimore County, MD",38109
24027601107,"Waterloo, Elkridge, MD",37990
24510270101,"Arcadia, Baltimore, MD",37948
24510130700,"Hampden, Baltimore, MD",37943
24005400600,"Catonsville, MD",37917
24510130806,"Woodberry, Baltimore, MD",37855
24005452000,"Sparrows Point, MD",37672
24510270600,"Harford - Echodale - Perring Parkway, Baltimore, MD",37657
24027606707,"Columbia, MD",37606
24510230200,"South Baltimore, Baltimore, MD",37596
24005451402,"Middle River, MD",37594
24005403100,"Gwynn Oak, Pikesville, MD",37588
24510280403,"Westgate, Baltimore, MD",37569
24510020200,"Upper Fells Point, Baltimore, MD",37503
24005402603,"Randallstown, MD",37475
24005421102,"Dundalk, MD",37438
24005440701,"Rosedale, MD",37420
24005491401,"Parkville, MD",37290
24510130804,"Hampden, Baltimore, MD",37257
24510271101,"Radnor - Winston, Baltimore, MD",37158
24003750803,"Glen Burnie, MD",37141
24510240400,"Riverside Park, Baltimore, MD",37094
24510010300,"Canton, Baltimore, MD",37092
24003750201,"Brooklyn, Baltimore, MD",37059
24005401301,"Woodlawn, MD",37052
24510270702,"Harford - Echodale - Perring Parkway, Baltimore, MD",36943
24510250600,"Brooklyn, Baltimore, MD",36800
24005451401,"Middle River, MD",36794
24003750203,"Baltimore, MD",36760
24510272003,"Baltimore, MD",36702
24510260700,"Fifteenth Street, Baltimore, MD",36691
24005451500,"Middle River, MD",36673
24005430104,"Lansdowne - Baltimore Highlands, Halethorpe, MD",36658
24510261000,"Patterson Park, Baltimore, MD",36649
24510140100,"Bolton Hill, Baltimore, MD",36483
24510010200,"Patterson Park, Baltimore, MD",36481
24003751102,"Glen Burnie, MD",36351
24005451100,"Essex, MD",36342
24005441000,"Baltimore, MD",36133
24510260101,"Cedmont, Baltimore, MD",36123
24003750102,"Baltimore, MD",36076
24510250206,"Morrell Park, Baltimore, MD",35981
24005402506,"Randallstown, MD",35948
24005421101,"Baltimore, MD",35871
24510270102,"Waltherson, Baltimore, MD",35804
24510130805,"Cold Springs, Baltimore, MD",35722
24005420301,"Dundalk, MD",35657
24003750101,"Brooklyn Park, MD",35559
24510270301,"Lauraville, Baltimore, MD",35466
24005401101,"Woodlawn, MD",35350
24005420401,"Dundalk, MD",35290
24005401102,"Gwynn Oak, Woodlawn, MD",35133
24005450504,"Essex, MD",35117
24005402407,"Windsor Mill, Milford Mill, MD",35058
24510040100,"Downtown, Baltimore, MD",35051
24027601203,"Elkridge, MD",35050
24510270401,"Glenham-Belford, Baltimore, MD",35018
24005430300,"Lansdowne - Baltimore Highlands, Halethorpe, MD",34876
24005492300,"Essex, MD",34816
24005450800,"Essex, MD",34746
24005401507,"Windsor Mill, Baltimore, MD",34743
24510250303,"Morrell Park, Baltimore, MD",34727
24005401302,"Gwynn Oak, Baltimore, MD",34703
24510250401,"Brooklyn, Baltimore, MD",34619
24510260900,"Baltimore, MD",34603
24510130803,"Medfield, Baltimore, MD",34542
24005402306,"Windsor Mill, Baltimore, MD",34511
24510260401,"Armistead Gardens, Baltimore, MD",34483
24510080101,"Belair - Edison, Baltimore, MD",34377
24005402604,"Randallstown, MD",34124
24510020100,"Upper Fells Point, Baltimore, MD",34078
24005402503,"Randallstown, MD",33776
24005402403,"Gwynn Oak, Baltimore, MD",33763
24005402602,"Randallstown, MD",33731
24005430101,"Lansdowne - Baltimore Highlands, Lansdowne, MD",33681
24005452300,"Baltimore, MD",33609
24005402302,"Windsor Mill, Milford Mill, MD",33493
24005421000,"Dundalk, MD",33436
24005490400,"Towson, MD",33340
24510280301,"Gwynn Oak, Baltimore, MD",33299
24510170100,"Downtown, Baltimore, MD",33299
24510270903,"Hillen, Baltimore, MD",33229
24510240300,"Riverside, Baltimore, MD",33138
24005450503,"Essex, MD",32887
24510270802,"Ramblewood, Baltimore, MD",32692
24005403201,"Gwynn Oak, Lochearn, MD",32614
24510230300,"South Baltimore, Baltimore, MD",32567
24510250402,"Brooklyn, Baltimore, MD",32493
24510090300,"Ednor Gardens - Lakeside, Baltimore, MD",32330
24510271900,"Glen, Baltimore, MD",32208
24005401200,"Woodlawn, MD",32126
24005421300,"Dundalk, MD",32081
24510280401,"Baltimore, MD",32009
24510260201,"Frankford, Baltimore, MD",32003
24510090200,"Ednor Gardens - Lakeside, Baltimore, MD",31821
24510150500,"Burleith-Leighton, Baltimore, MD",31814
24005402305,"Lochearn, Pikesville, MD",31768
24510260302,"Belair - Edison, Baltimore, MD",31695
24510210200,"Pigtown, Baltimore, MD",31646
24510190300,"Mount Clare, Baltimore, MD",31558
24510270803,"Loch Raven, Baltimore, MD",31549
24005402304,"Gwynn Oak, Baltimore, MD",31528
24510250101,"Beechfield, Baltimore, MD",31427
24005402405,"Gwynn Oak, Baltimore, MD",31417
24510270801,"Idlewood, Baltimore, MD",31404
24510120300,"Harwood, Baltimore, MD",31347
24510260102,"Frankford, Baltimore, MD",31314
24510151100,"East Arlington, Baltimore, MD",31164
24510030200,"Little Italy, Baltimore, MD",31045
24510280302,"West Forest Park, Baltimore, MD",31010
24510150702,"Walbrook, Baltimore, MD",30788
24005402307,"Pikesville, MD",30757
24005402404,"Gwynn Oak, Lochearn, MD",30725
24510180300,"Hollins Market, Baltimore, MD",30535
24510070100,"Baltimore, MD",30532
24510130400,"Woodbrook, Baltimore, MD",30439
24510160300,"Sandtown-Winchester, Baltimore, MD",30397
24510150701,"Hanlon Longwood, Baltimore, MD",30390
24005402406,"Windsor Mill, Milford Mill, MD",30239
24510270901,"New Northwood, Baltimore, MD",30167
24510060200,"Baltimore, MD",30135
24510250500,"Curtis Bay, Baltimore, MD",30045
24510280402,"Rognel Heights, Baltimore, MD",29970
24005402303,"Windsor Mill, Baltimore, MD",29934
24510090400,"Better Waverly, Baltimore, MD",29848
24510060300,"Butchers Hill, Baltimore, MD",29820
24510200800,"Irvington, Baltimore, MD",29735
24510150800,"Garwyn Oaks, Baltimore, MD",29695
24510280200,"Gwynn Oak, Baltimore, MD",29684
24510270902,"Perring Loch, Baltimore, MD",29564
24510120700,"Remington, Baltimore, MD",29506
24510270805,"Mid-Govans, Baltimore, MD",29492
24510200701,"Allendale, Baltimore, MD",29454
24510250102,"Yale Heights, Baltimore, MD",29234
24005403202,"Gwynn Oak, Baltimore, MD",29200
24510080500,"Darley Park, Baltimore, MD",29137
24510180200,"Poppleton, Baltimore, MD",28991
24510030100,"Perkins Homes, Baltimore, MD",28954
24510250205,"Lakeland, Baltimore, MD",28939
24510250203,"Cherry Hill, Baltimore, MD",28927
24510260202,"Parkside, Baltimore, MD",28679
24510270701,"Harford - Echodale - Perring Parkway, Baltimore, MD",28567
24510200600,"Baltimore, MD",28482
24510280404,"Irvington, Baltimore, MD",28359
24510280102,"Gwynn Oak, Baltimore, MD",28347
24510250207,"Cherry Hill, Baltimore, MD",28229
24510190200,"Pratt Monroe, Baltimore, MD",28212
24510090500,"Better Waverly, Baltimore, MD",28181
24510260402,"Frankford, Baltimore, MD",28138
24510040200,"Downtown, Baltimore, MD",27961
24510260301,"Belair - Edison, Baltimore, MD",27925
24510271002,"Winston - Govans, Baltimore, MD",27587
24510150900,"Windsor Hills, Baltimore, MD",27557
24510271801,"Arlington, Baltimore, MD",27483
24510150400,"Mondawmin, Baltimore, MD",27449
24510150200,"Sandtown-Winchester, Baltimore, MD",27438
24510080400,"Broadway East, Baltimore, MD",27264
24510260404,"Baltimore Highlands, Baltimore, MD",27258
24510110200,"Downtown, Baltimore, MD",27189
24510090100,"Ednor Gardens - Lakeside, Baltimore, MD",27157
24510271700,"Central Park Heights, Baltimore, MD",26936
24510160600,"Mosher, Baltimore, MD",26864
24510060400,"Baltimore, MD",26733
24510080102,"Belair - Edison, Baltimore, MD",26547
24510080700,"Broadway East, Baltimore, MD",26396
24510200702,"Saint Joseph's, Baltimore, MD",26273
24510120600,"Old Goucher, Baltimore, MD",26201
24510260203,"Frankford, Baltimore, MD",26184
24510110100,"Downtown, Baltimore, MD",26180
24510151200,"Park Circle, Baltimore, MD",26111
24510160700,"Rosemont, Baltimore, MD",26031
24510080302,"Berea, Baltimore, MD",26016
24510250301,"Westport, Baltimore, MD",25997
24510130300,"Penn North, Baltimore, MD",25916
24510070200,"Madison - Eastend, Baltimore, MD",25840
24510230100,"Baltimore, MD",25815
24510160801,"Edmondson, Baltimore, MD",25780
24510120400,"Barclay, Baltimore, MD",25736
24510151000,"Dorchester, Baltimore, MD",25594
24510200500,"Mill Hill, Baltimore, MD",25554
24510090900,"Oliver, Baltimore, MD",25459
24510200100,"Lexington, Baltimore, MD",25401
24510160200,"Sandtown-Winchester, Baltimore, MD",25369
24510090700,"Coldstream - Homestead - Montebello, Baltimore, MD",25348
24510150300,"Coppin Heights, Baltimore, MD",25250
24510130200,"Reservoir Hill, Baltimore, MD",25248
24510160400,"Midtown Edmondson, Baltimore, MD",25109
24510080301,"Berea, Baltimore, MD",25084
24510160802,"Edmondson, Baltimore, MD",25032
24510280101,"Reisterstown Station, Baltimore, MD",25028
24510170200,"McCulloh Homes, Baltimore, MD",24913
24510271600,"Edgecomb, Baltimore, MD",24854
24510210100,"Pigtown, Baltimore, MD",24813
24510080600,"Broadway East, Baltimore, MD",24783
24510260403,"Cedonia, Baltimore, MD",24661
24510150600,"NW Community Action, Baltimore, MD",24626
24510180100,"Poppleton, Baltimore, MD",24625
24510190100,"Franklin Square, Baltimore, MD",24545
24510271802,"Langston Hughes, Baltimore, MD",24296
24510260604,"O'Donnell Heights, Baltimore, MD",24205
24510260303,"Claremont - Freedom, Baltimore, MD",24049
24510090600,"Coldstream - Homestead - Montebello, Baltimore, MD",23953
24510151300,"Central Park Heights, Baltimore, MD",23886
24510100200,"Baltimore, MD",23773
24510200300,"Bentalou-Smallwood, Baltimore, MD",23742
24510090800,"East Baltimore Midway, Baltimore, MD",23691
24510060100,"Patterson Park, Baltimore, MD",23625
24510160500,"Bridgeview-Greenlawn, Baltimore, MD",23606
24510170300,"Upton, Baltimore, MD",23489
24510271001,"Baltimore, MD",23428
24510160100,"Harlem Park, Baltimore, MD",23360
24510080200,"Broadway East, Baltimore, MD",22977
24510200400,"Shipley Hill, Baltimore, MD",22875
24510250204,"Cherry Hill, Baltimore, MD",22549
24510100100,"Johnson Square, Baltimore, MD",22374
24510070400,"Gay Street, Baltimore, MD",22361
24510080800,"Broadway East, Baltimore, MD",21914
24510120500,"Greenmount West, Baltimore, MD",21902
24510070300,"Milton - Montford, Baltimore, MD",21901
24510150100,"Sandtown-Winchester, Baltimore, MD",21727
24510140200,"Upton, Baltimore, MD",20868
24510200200,"Lexington, Baltimore, MD",20667
24510140300,"Druid Heights, Baltimore, MD",20513
24510280500,"Pleasant View Gardens, Baltimore, MD",19980
24510130100,"Reservoir Hill, Baltimore, MD",17271
24005492500,"Baltimore, MD",
24005490605,"Towson, MD",
24005980200,"Lansdowne - Baltimore Highlands, Halethorpe, MD",
24510100300,"Penn - Fallsway, Baltimore, MD",
24003980000,"Linthicum Heights, MD",
